,flow_id,bwd_pkt_flow_id,src_ip,src_port,dst_ip,dst_port,proto,bi_pktTotalCount,bi_octetTotalCount,bi_min_ps,bi_max_ps,bi_avg_ps,bi_std_dev_ps,bi_flowStart,bi_flowEnd,bi_flowDuration,bi_min_piat,bi_max_piat,bi_avg_piat,bi_std_dev_piat,f_pktTotalCount,f_octetTotalCount,f_min_ps,f_max_ps,f_avg_ps,f_std_dev_ps,f_flowStart,f_flowEnd,f_flowDuration,f_min_piat,f_max_piat,f_avg_piat,f_std_dev_piat,b_pktTotalCount,b_octetTotalCount,b_min_ps,b_max_ps,b_avg_ps,b_std_dev_ps,b_flowStart,b_flowEnd,b_flowDuration,b_min_piat,b_max_piat,b_avg_piat,b_std_dev_piat
10,04436d480db0c8e76fd8b8b2d23842b9,449b8e4a77bb01fbd671cd739d2e6bc5,172.16.255.1,10677,204.9.163.160,35777,6,2,104,52,52,52.0,,1295981666.357177,1295981669.355814,2.9986369609832764,2.9986369609832764,2.9986369609832764,1.4993184804916382,,2,104,52,52,52.0,,1295981666.357177,1295981669.355814,2.9986369609832764,2.9986369609832764,2.9986369609832764,1.4993184804916382,,,,,,,,,,,,,,
11,04ada06d59d89ce83441bd2df9933979,395fb6fc893ee59184212c3456a93f35,192.168.3.131,58310,208.82.236.129,80,6,16,9661,40,1500,603.8125,672.1171976253472,1295981565.934938,1295981566.150242,0.21530413627624512,9.5367431640625e-07,0.060553789138793945,0.01345650851726532,0.02330022400597235,7,812,40,560,116.0,181.30952224619327,1295981565.934938,1295981566.100628,0.16568994522094727,0.0003540515899658203,0.06140589714050293,0.011045996348063152,0.027045661143456235,9.0,8849.0,40.0,1500.0,983.2222222222222,669.6980709042243,1295981565.985148,1295981566.150242,0.16509413719177246,9.5367431640625e-07,0.06097292900085449,0.01834379302130805,0.026003845557773485
12,04bb856dcecbf87d62cc76ee54f2e321,0389c976e4859220f5b5003ff9e7c884,192.168.3.131,58350,208.82.236.129,80,6,10,3419,40,1500,341.9,496.2145604473935,1295981585.063571,1295981585.222105,0.15853404998779297,2.1457672119140625e-06,0.056513071060180664,0.015853404998779297,0.024309863526895743,5,801,40,629,160.2,234.44607055781506,1295981585.063571,1295981585.172667,0.10909605026245117,0.0003368854522705078,0.05739712715148926,0.012121783362494575,0.026451593924835443,5.0,2618.0,40.0,1500.0,523.6,609.4776780161845,1295981585.113271,1295981585.222105,0.10883402824401855,2.1457672119140625e-06,0.05692100524902344,0.021766805648803712,0.026870717766453903
13,05407514b86ce596c6d809b27b3a566c,a0669134e818d6182b688a37cd96c0a6,10.0.2.15,2543,65.55.116.184,80,6,10,1842,40,814,184.2,286.6279121090617,1295981664.273305,1295981664.486017,0.21271204948425293,1.71661376953125e-05,0.1127469539642334,0.02127120494842529,0.04248672968581192,5,982,40,814,196.4,308.8155436502509,1295981664.273305,1295981664.48267,0.2093651294708252,0.0003948211669921875,0.1154642105102539,0.02326279216342502,0.05226517913663897,5.0,860.0,40.0,696.0,172.0,262.00458011263845,1295981664.365728,1295981664.486017,0.12028908729553223,2.09808349609375e-05,0.1127469539642334,0.024057817459106446,0.047758759391385935
14,05ae2e2d987bbd879949c1b86310a186,386aafed99a0df3d7871d56c29da0b64,172.16.0.1,67,172.16.255.1,68,17,1,328,328,328,328.0,,1295981640.2916,1295981640.2916,,,,,,1,328,328,328,328.0,,1295981640.2916,1295981640.2916,,,,,,,,,,,,,,,,,,
15,05e789f8b5260128fbf0d74f30a84ab0,a09e4452d7eb46d70309ec416a62e96c,10.0.2.15,57524,10.0.2.3,53,17,4,914,74,383,228.5,154.5,1295981658.854004,1295981768.860438,110.00643420219421,0.006434202194213867,109.99356579780579,27.501608550548553,51.848431063009414,2,148,74,74,74.0,,1295981658.854004,1295981768.854004,110.0,110.0,110.0,36.666666666666664,,2.0,766.0,383.0,383.0,383.0,,1295981658.860438,1295981768.860438,110.0,110.0,110.0,55.0,
16,062b734d5741d8b15587cfbce57fde52,c823062978e462be6e863abf34571a15,192.168.3.131,56429,65.54.95.68,80,6,49,36207,40,1500,738.9183673469388,662.1167304672806,1295981710.331789,1295981723.314749,12.982959985733032,1.1920928955078125e-06,7.894313097000122,0.2649583670557762,1.212320835686145,21,6083,40,932,289.6666666666667,393.5304590781026,1295981710.331789,1295981723.298028,12.966238975524902,0.00023484230041503906,7.894313097000122,0.2701299786567688,1.8118037485247978,28.0,30124.0,40.0,1500.0,1075.857142857143,621.4094988863,1295981710.343827,1295981723.314749,12.970921993255615,1.1920928955078125e-06,7.911066055297852,0.4632472140448434,1.5886607263383787
17,063fc5b798fe8488ed59c4ee27453d53,dafff03314ebccf83498c928db50fbbc,172.16.255.1,50983,24.78.140.118,24884,17,4,299,46,122,74.75,28.525208149985513,1295981663.100418,1295981670.821311,7.720892906188965,0.04934096336364746,7.619230031967163,1.9302232265472412,3.5677775203170397,2,131,62,69,65.5,3.5,1295981663.100418,1295981670.768989,7.6685709953308105,7.6685709953308105,7.6685709953308105,2.556190331776937,,2.0,168.0,46.0,122.0,84.0,38.0,1295981663.149759,1295981670.821311,7.671551942825317,7.671551942825317,7.671551942825317,3.8357759714126587,
18,06909f83343359c2bce3111d0a53ae91,8299db4cd25a101438a3a231822d30b8,172.16.255.1,10674,212.8.163.80,43400,6,2,104,52,52,52.0,,1295981665.679846,1295981668.684644,3.00479793548584,3.00479793548584,3.00479793548584,1.50239896774292,,2,104,52,52,52.0,,1295981665.679846,1295981668.684644,3.00479793548584,3.00479793548584,3.00479793548584,1.50239896774292,,,,,,,,,,,,,,
19,06fde0796b90993945d79419b05a0954,bc0faf7ac4248b0104fde470035b6dce,10.0.2.15,59686,10.0.2.3,53,17,4,510,73,182,127.5,54.5,1295981685.227252,1295981795.536616,110.30936408042908,0.30936408042907715,109.69063591957092,27.57734102010727,51.56282603484423,2,146,73,73,73.0,,1295981685.227252,1295981795.227252,110.0,110.0,110.0,36.666666666666664,,2.0,364.0,182.0,182.0,182.0,,1295981685.536616,1295981795.536616,110.0,110.0,110.0,55.0,
20,070ac4789c4d5b621b22de676c2c2256,18398dad98adab4d075bca97ca8ce841,192.168.3.131,57186,208.50.77.134,5480,6,3,120,40,40,40.0,,1295981779.806987,1295981779.889303,0.08231592178344727,5.1975250244140625e-05,0.08226394653320312,0.027438640594482422,0.04110598564147949,2,80,40,40,40.0,,1295981779.806987,1295981779.889303,0.08231592178344727,0.08231592178344727,0.08231592178344727,0.027438640594482422,,1.0,40.0,40.0,40.0,40.0,,1295981779.889251,1295981779.889251,,,,,
21,0872a3d1e739133d4a9b78c0d17f4937,68b84d3d618b9ed330b3bcf9cdc0e489,172.16.255.1,50983,186.80.218.34,3290,17,4,292,47,136,73.0,36.70830968595531,1295981664.97929,1295981665.401826,0.42253589630126953,0.0640420913696289,0.18007493019104004,0.10563397407531738,0.05431227687989019,2,109,49,60,54.5,5.5,1295981664.97929,1295981665.221751,0.2424609661102295,0.2424609661102295,0.2424609661102295,0.08082032203674316,,2.0,183.0,47.0,136.0,91.5,44.5,1295981665.157709,1295981665.401826,0.24411702156066895,0.24411702156066895,0.24411702156066895,0.12205851078033447,
22,091516fa426f78bc7545feabe08f9391,b5d29c5009ea3da776d03128c2d7bf81,172.16.255.1,50983,128.173.201.171,23537,17,2,102,46,56,51.0,5.0,1295981641.570365,1295981641.665373,0.09500813484191895,0.09500813484191895,0.09500813484191895,0.04750406742095947,,1,56,56,56,56.0,,1295981641.570365,1295981641.570365,,,,,,1.0,46.0,46.0,46.0,46.0,,1295981641.665373,1295981641.665373,,,,,
23,097b206d9fbfdbd6f221e63999f822ae,8b422f206c2fa6bca474e524de384a1b,172.16.255.1,50983,69.255.24.214,24506,17,2,135,56,79,67.5,11.5,1295981641.180183,1295981641.301577,0.12139415740966797,0.12139415740966797,0.12139415740966797,0.060697078704833984,,1,56,56,56,56.0,,1295981641.180183,1295981641.180183,,,,,,1.0,79.0,79.0,79.0,79.0,,1295981641.301577,1295981641.301577,,,,,
24,098afc4c3154694d324b8a365d6ca5c1,2b2891fa360e19ff22f3ceb8f08992c2,10.0.2.15,2540,207.46.105.186,80,6,10,900,40,437,90.0,118.73078791956196,1295981660.162541,1295981730.768769,70.60622811317444,4.982948303222656e-05,64.82534503936768,7.060622811317444,20.218607737169474,6,645,40,437,107.5,147.38583152166743,1295981660.162541,1295981730.768769,70.60622811317444,0.0002601146697998047,64.82552790641785,7.060622811317444,25.440268310769365,4.0,255.0,40.0,131.0,63.75,38.86113096655835,1295981660.213673,1295981725.228115,65.0144419670105,0.0014748573303222656,64.95068001747131,16.253610491752625,30.60302542321455
25,0a02a3d1eaf15e5c08b24eff9b040bc6,8f132f8ef8845fa2a846d8cf048c2731,192.168.3.131,58378,208.82.236.130,80,6,16,9855,40,1500,615.9375,691.1935753417779,1295981595.397561,1295981595.620255,0.22269392013549805,1.9073486328125e-06,0.06120800971984863,0.013918370008468628,0.02299894448744782,7,735,40,483,105.0,154.37338778799557,1295981595.397561,1295981595.570846,0.17328500747680664,0.00017309188842773438,0.062062978744506836,0.01155233383178711,0.02576669080582494,9.0,9120.0,40.0,1500.0,1013.3333333333334,685.439680464704,1295981595.447468,1295981595.620255,0.17278695106506348,1.9073486328125e-06,0.06141805648803711,0.019198550118340388,0.027014386670951324
26,0a069cd10a20f33559d96f53b49200fe,fb5efd584d8eccc3a20673cc5ac8bbaa,172.16.255.1,50983,178.144.253.171,43217,17,2,135,56,79,67.5,11.5,1295981640.55607,1295981640.951552,0.39548182487487793,0.39548182487487793,0.39548182487487793,0.19774091243743896,,1,56,56,56,56.0,,1295981640.55607,1295981640.55607,,,,,,1.0,79.0,79.0,79.0,79.0,,1295981640.951552,1295981640.951552,,,,,
27,0a2303af329c88c10fd6d839c9072e43,52f3a9a5507b7de57a5d3048df2c59b3,172.16.255.1,50983,109.227.83.14,6536,17,2,404,69,335,202.0,133.0,1295981659.82299,1295981660.068109,0.2451190948486328,0.2451190948486328,0.2451190948486328,0.1225595474243164,,1,69,69,69,69.0,,1295981659.82299,1295981659.82299,,,,,,1.0,335.0,335.0,335.0,335.0,,1295981660.068109,1295981660.068109,,,,,
28,0a7229e5e2b5eca4231d7e663776636a,4a77710b600d3c27b6f509cd717e2188,172.16.255.1,10649,184.85.226.161,443,6,32,19232,40,1500,601.0,567.8443888954085,1295981658.224147,1295981659.797799,1.5736520290374756,2.86102294921875e-06,0.75649094581604,0.04917662590742111,0.14106677609864843,16,6992,40,1085,437.0,483.4045924481893,1295981658.224147,1295981659.773542,1.5493948459625244,0.00029206275939941406,0.75649094581604,0.049980478902016914,0.19203282786506726,16.0,12240.0,40.0,1500.0,765.0,597.848224886551,1295981658.257128,1295981659.797799,1.5406711101531982,2.86102294921875e-06,0.79203200340271,0.09629194438457489,0.2041135224672432
29,0ad14317aa6ff4e11e88daf19ec37eb5,bde8531dc87b626e184f92f2290b651e,192.168.3.131,57233,204.14.234.101,443,6,6,4723,40,1500,787.1666666666666,611.200571734753,1295981760.625557,1295981760.912547,0.2869901657104492,1.9073486328125e-06,0.19924616813659668,0.04783169428507487,0.0736141831612039,4,3631,40,1500,907.75,623.4662681332487,1295981760.625557,1295981760.912547,0.2869901657104492,1.9073486328125e-06,0.28697919845581055,0.04783169428507487,0.13528070654986124,2.0,1092.0,40.0,1052.0,546.0,506.0,1295981760.672623,1295981760.713301,0.04067802429199219,0.04067802429199219,0.04067802429199219,0.020339012145996094,
30,0ada1c75b57f35274b61544eb39a51d8,51a144d4efdafb1aa19b154f9cc1270b,192.168.3.131,55954,65.55.17.37,80,6,32,27603,40,1500,862.59375,664.8461222049336,1295981543.337241,1295981545.113959,1.7767181396484375,9.5367431640625e-07,1.6135501861572266,0.05552244186401367,0.28428864011447763,13,2369,40,692,182.23076923076923,257.87001909016516,1295981543.337241,1295981545.113959,1.7767181396484375,0.00024199485778808594,1.6135501861572266,0.05552244186401367,0.44211649599393965,19.0,25234.0,44.0,1500.0,1328.1052631578948,406.8656696382651,1295981543.353712,1295981545.113893,1.760180950164795,9.5367431640625e-07,1.6335399150848389,0.09264110264025237,0.37273744448841656
31,0b030b33884a5ad67f4ee62e7994c732,08458bc8136a2a9349531134a2435e45,192.168.3.131,56093,65.54.95.68,80,6,37,29682,40,1500,802.2162162162163,713.2591028827761,1295981581.610256,1295981593.285475,11.675219058990479,9.5367431640625e-07,7.874607086181641,0.3155464610537967,1.4152172815325983,14,1248,40,716,89.14285714285714,173.88619313581313,1295981581.610256,1295981593.273246,11.662990093231201,0.00031495094299316406,7.874607086181641,0.3239719470342,2.243376591468838,23.0,28434.0,40.0,1500.0,1236.2608695652175,549.6364978539516,1295981581.623424,1295981593.285475,11.66205096244812,9.5367431640625e-07,7.886868953704834,0.5070456940194835,1.7824879190719454
32,0b435894f154e5be4e3d34819cf5e251,86b8068c46ba3c6873ff50b525b48fd3,192.168.3.131,55971,65.55.17.37,80,6,8,2832,40,895,354.0,329.4248776276619,1295981545.041891,1295981545.347736,0.305844783782959,7.390975952148438e-05,0.19762492179870605,0.03823059797286987,0.0644945497612812,5,1427,40,703,285.4,297.76205265278514,1295981545.041891,1295981545.347736,0.305844783782959,0.0009329319000244141,0.21981382369995117,0.03823059797286987,0.08625170861063988,3.0,1405.0,44.0,895.0,468.3333333333333,347.42321293904484,1295981545.059842,1295981545.150111,0.09026885032653809,0.021138906478881836,0.06912994384765625,0.030089616775512695,0.023995518684387207
33,0bccd2a0bf9ac434a32f060a2ea9b3a3,a97148348fa611a6151a6d93dc603684,192.168.3.131,57229,204.14.234.85,5480,6,4,160,40,40,40.0,,1295981839.784353,1295981839.821805,0.037451982498168945,3.2901763916015625e-05,0.0371699333190918,0.009362995624542236,0.017455818217162786,2,80,40,40,40.0,,1295981839.784353,1295981839.821805,0.037451982498168945,0.037451982498168945,0.037451982498168945,0.009362995624542236,,2.0,80.0,40.0,40.0,40.0,,1295981839.821523,1295981839.821772,0.0002491474151611328,0.0002491474151611328,0.0002491474151611328,0.0001245737075805664,
34,0be0d8d0cdbdd2475a18fa4dd0d2fa2a,75da758dc94eaea997b40f1a4233aa26,192.168.3.131,58411,204.9.163.166,80,6,11,981,40,339,89.18181818181819,100.27491137487817,1295981609.591183,1295981622.282696,12.691513061523438,6.008148193359375e-05,10.461807012557983,1.153773914683949,3.1087897359506758,6,551,40,339,91.83333333333333,110.62310889783481,1295981609.591183,1295981622.205607,12.614423990249634,0.00020694732666015625,10.461807012557983,1.2614423990249635,4.0237614253976295,5.0,430.0,40.0,258.0,86.0,86.12548983895535,1295981609.665993,1295981622.282696,12.616703033447266,0.0012769699096679688,10.538964033126831,2.523340606689453,4.338377349380109
35,0da139cf9c699e248a227fa8c129ed27,2aceca7cb263c31ce91ad24f5a6ebeac,192.168.3.131,57247,204.14.234.85,443,6,80,59126,40,1500,739.075,672.9167254385939,1295981799.612974,1295981835.734308,36.121334075927734,,16.81024479866028,0.45151667594909667,2.226129944688278,36,23394,40,1500,649.8333333333334,652.1724592978966,1295981799.612974,1295981835.597752,35.98477816581726,1.9073486328125e-06,16.946905851364136,0.45550352108629444,3.2958262511788803,44.0,35732.0,40.0,1500.0,812.0909090909091,680.7787592223075,1295981799.659299,1295981835.734308,36.07500910758972,,16.851539850234985,0.8198865706270392,2.9756077349162764
36,0dbf10e03fd93ef7e27df425c71ccffe,54a2ed3b6515201edb33da49fe7267c1,172.16.255.1,50983,67.64.157.145,58164,17,2,100,46,54,50.0,4.0,1295981789.054596,1295981789.178147,0.1235511302947998,0.1235511302947998,0.1235511302947998,0.0617755651473999,,1,46,46,46,46.0,,1295981789.054596,1295981789.054596,,,,,,1.0,54.0,54.0,54.0,54.0,,1295981789.178147,1295981789.178147,,,,,
37,0deaf9f0cc02f95da91010086fa63860,bd6172743600735005d48e2070ad2dc0,192.168.3.131,56092,65.54.95.68,80,6,15,6262,40,1500,417.46666666666664,580.2916354922086,1295981581.605478,1295981590.62017,9.014692068099976,3.1948089599609375e-05,5.209229946136475,0.6009794712066651,1.5892182995884003,7,952,40,700,136.0,230.2892591006859,1295981581.605478,1295981590.607058,9.001579999923706,0.00022602081298828125,5.209229946136475,0.6429699999945504,2.1470515302710984,8.0,5310.0,40.0,1500.0,663.75,674.5401674474249,1295981581.61933,1295981590.62017,9.000840187072754,0.0007810592651367188,5.222414016723633,1.1251050233840942,2.0607575943773666
38,0e5b5546a44fdad2de0e4f71e88a31c8,99961539b1ce65900dffd150c7960201,192.168.3.131,52210,72.14.213.102,443,6,11,1139,40,434,103.54545454545455,114.18833218245885,1295981562.271438,1295981562.34952,0.07808208465576172,1.9073486328125e-06,0.025843143463134766,0.007098371332341974,0.011111229085622884,6,729,40,434,121.5,142.83761176011495,1295981562.271438,1295981562.34952,0.07808208465576172,0.00019693374633789062,0.028671979904174805,0.007098371332341974,0.012482299332004966,5.0,410.0,40.0,193.0,82.0,57.89300475877893,1295981562.294713,1295981562.349478,0.05476498603820801,1.9073486328125e-06,0.026389122009277344,0.010952997207641601,0.012583206344561813
39,0e8ea35da5ec26f715831edf3866dadc,576fabe83bdb43b1dcc90590dc69f1bc,192.168.3.131,58389,208.82.236.130,80,6,14,7538,40,1500,538.4285714285714,637.8055810226762,1295981599.263263,1295981609.5023,10.239037036895752,9.5367431640625e-07,10.014283895492554,0.7313597883496966,2.6636312378671163,6,695,40,483,115.83333333333333,164.26037934396177,1295981599.263263,1295981609.452837,10.189574003219604,0.0005691051483154297,10.014283895492554,0.7838133848630465,3.988253924911205,8.0,6843.0,40.0,1500.0,855.375,676.2113089671009,1295981599.314251,1295981609.5023,10.188049077987671,9.5367431640625e-07,10.08516812324524,1.2735061347484589,3.5231417212331784
40,0e913e26b7b268c43d2e2adb3156f1c5,8a12fbc2906309b4b8751de3589debf3,192.168.3.131,58434,208.82.236.129,80,6,11,4737,40,1500,430.6363636363636,564.4891935075258,1295981619.632686,1295981619.796772,0.16408610343933105,2.86102294921875e-06,0.060530900955200195,0.014916918494484642,0.024260295403813897,5,839,40,667,167.8,249.64326548096588,1295981619.632686,1295981619.747457,0.11477112770080566,0.0003681182861328125,0.06147193908691406,0.011477112770080566,0.02726892739853645,6.0,3898.0,40.0,1500.0,649.6666666666666,653.2303490261984,1295981619.682398,1295981619.796772,0.11437392234802246,2.86102294921875e-06,0.06097292900085449,0.019062320391337078,0.027790196478936213
41,0f024dddfa9298ff80f41b899a218bbf,e84d7615f7f9f868baaedbdc1b38b3cd,192.168.3.131,56194,65.54.95.68,80,6,11,1342,40,750,122.0,204.19420346149087,1295981618.723119,1295981623.288241,4.56512188911438,6.29425048828125e-05,3.456037998199463,0.41501108082858,1.032604688405038,6,962,40,750,160.33333333333334,263.7433516802946,1295981618.723119,1295981623.274998,4.551878929138184,0.0002460479736328125,3.4561140537261963,0.45518789291381834,1.312134553995859,5.0,380.0,40.0,208.0,76.0,66.16343401003307,1295981618.73616,1295981623.288241,4.552080869674683,0.001779794692993164,3.650818109512329,0.9104161739349366,1.4946452650174762
42,0fa5202b4205e7bc594cbc21dab5ad6d,5b0f3a3dac4904a417b195fb8c6e3dfe,192.168.3.131,52207,72.14.213.102,443,6,11,2689,40,1470,244.45454545454547,425.7893981421425,1295981562.269795,1295981562.338182,0.06838703155517578,1.1920928955078125e-06,0.021762847900390625,0.006217002868652344,0.009107078471863515,6,434,40,222,72.33333333333333,67.07624186120019,1295981562.269795,1295981562.338182,0.06838703155517578,0.00026106834411621094,0.026988983154296875,0.006217002868652344,0.010929207742484164,5.0,2255.0,40.0,1470.0,451.0,561.463801148391,1295981562.288752,1295981562.338137,0.04938483238220215,1.1920928955078125e-06,0.02217388153076172,0.00987696647644043,0.009926535053840141
43,10418cf72d6d200eb6bac34da2b7b979,256d9e9ade07529dd741664d3bb1fbee,172.16.255.1,10643,204.9.163.181,443,6,18,7509,40,1500,417.1666666666667,551.8801449992964,1295981655.221373,1295981659.066498,3.8451249599456787,3.0994415283203125e-06,2.9954819679260254,0.21361805333031547,0.7029163213059597,9,1841,40,1053,204.55555555555554,317.24197253169774,1295981655.221373,1295981659.066498,3.8451249599456787,0.00017786026000976562,2.9955430030822754,0.21361805333031547,0.9633634289876568,9.0,5668.0,40.0,1500.0,629.7777777777778,646.6018486033611,1295981655.293896,1295981658.544717,3.250821113586426,3.0994415283203125e-06,2.9955170154571533,0.3612023459540473,0.9793764823566468
44,104c3ea1301ebc957a66f100e8561165,be7f0463018a31874daf01a984aeb09f,172.16.255.1,50983,212.8.163.80,54900,17,8,700,46,151,87.5,49.47979385567405,1295981655.737,1295981679.598323,23.86132311820984,1.1239838600158691,8.166980028152466,2.98266538977623,2.184361332180571,6,591,46,151,98.5,52.5,1295981655.737,1295981677.14617,21.409169912338257,2.003235101699829,9.290963888168335,3.058452844619751,2.661319833827926,2.0,109.0,46.0,63.0,54.5,8.5,1295981662.945047,1295981679.598323,16.653276205062866,16.653276205062866,16.653276205062866,8.326638102531433,
