Unnamed: 0,flow_id,bwd_pkt_flow_id,src_ip,src_port,dst_ip,dst_port,proto,bi_pktTotalCount,bi_octetTotalCount,bi_min_ps,bi_max_ps,bi_avg_ps,bi_std_dev_ps,bi_flowStart,bi_flowEnd,bi_flowDuration,bi_min_piat,bi_max_piat,bi_avg_piat,bi_std_dev_piat,f_pktTotalCount,f_octetTotalCount,f_min_ps,f_max_ps,f_avg_ps,f_std_dev_ps,f_flowStart,f_flowEnd,f_flowDuration,f_min_piat,f_max_piat,f_avg_piat,f_std_dev_piat,b_pktTotalCount,b_octetTotalCount,b_min_ps,b_max_ps,b_avg_ps,b_std_dev_ps,b_flowStart,b_flowEnd,b_flowDuration,b_min_piat,b_max_piat,b_avg_piat,b_std_dev_piat
10,04436d480db0c8e76fd8b8b2d23842b9,449b8e4a77bb01fbd671cd739d2e6bc5,172.16.255.1,10677,204.9.163.160,35777,6,2,104,52,52,52.0,0.0,1295981666.357177,1295981669.355814,2.9986369609832764,2.9986369609832764,2.9986369609832764,1.4993184804916382,0.0,2,104,52,52,52.0,0.0,1295981666.357177,1295981669.355814,2.9986369609832764,2.9986369609832764,2.9986369609832764,1.4993184804916382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,04ada06d59d89ce83441bd2df9933979,395fb6fc893ee59184212c3456a93f35,192.168.3.131,58310,208.82.236.129,80,6,16,9661,40,1500,603.8125,672.1171976253472,1295981565.9349382,1295981566.150242,0.21530413627624512,9.5367431640625e-07,0.06055378913879395,0.01345650851726532,0.02330022400597235,7,812,40,560,116.0,181.30952224619327,1295981565.9349382,1295981566.100628,0.16568994522094727,0.0003540515899658203,0.06140589714050292,0.011045996348063152,0.02704566114345624,9.0,8849.0,40.0,1500.0,983.2222222222223,669.6980709042242,1295981565.985148,1295981566.150242,0.16509413719177246,9.5367431640625e-07,0.060972929000854485,0.01834379302130805,0.026003845557773485
12,04bb856dcecbf87d62cc76ee54f2e321,0389c976e4859220f5b5003ff9e7c884,192.168.3.131,58350,208.82.236.129,80,6,10,3419,40,1500,341.9,496.21456044739347,1295981585.063571,1295981585.222105,0.15853404998779294,2.1457672119140625e-06,0.05651307106018065,0.015853404998779297,0.024309863526895743,5,801,40,629,160.2,234.446070557815,1295981585.063571,1295981585.172667,0.10909605026245116,0.0003368854522705078,0.057397127151489265,0.012121783362494577,0.026451593924835443,5.0,2618.0,40.0,1500.0,523.6,609.4776780161844,1295981585.113271,1295981585.222105,0.10883402824401857,2.1457672119140625e-06,0.05692100524902344,0.021766805648803712,0.026870717766453903
13,05407514b86ce596c6d809b27b3a566c,a0669134e818d6182b688a37cd96c0a6,10.0.2.15,2543,65.55.116.184,80,6,10,1842,40,814,184.2,286.6279121090617,1295981664.2733052,1295981664.486017,0.21271204948425293,1.71661376953125e-05,0.1127469539642334,0.02127120494842529,0.04248672968581192,5,982,40,814,196.4,308.8155436502509,1295981664.2733052,1295981664.4826698,0.2093651294708252,0.0003948211669921875,0.1154642105102539,0.023262792163425017,0.052265179136638966,5.0,860.0,40.0,696.0,172.0,262.00458011263845,1295981664.365728,1295981664.486017,0.12028908729553225,2.09808349609375e-05,0.1127469539642334,0.024057817459106446,0.047758759391385935
14,05ae2e2d987bbd879949c1b86310a186,386aafed99a0df3d7871d56c29da0b64,172.16.0.1,67,172.16.255.1,68,17,1,328,328,328,328.0,0.0,1295981640.2916,1295981640.2916,0.0,0.0,0.0,0.0,0.0,1,328,328,328,328.0,0.0,1295981640.2916,1295981640.2916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,05e789f8b5260128fbf0d74f30a84ab0,a09e4452d7eb46d70309ec416a62e96c,10.0.2.15,57524,10.0.2.3,53,17,4,914,74,383,228.5,154.5,1295981658.854004,1295981768.860438,110.0064342021942,0.006434202194213867,109.9935657978058,27.501608550548553,51.84843106300941,2,148,74,74,74.0,0.0,1295981658.854004,1295981768.854004,110.0,110.0,110.0,36.66666666666666,0.0,2.0,766.0,383.0,383.0,383.0,0.0,1295981658.860438,1295981768.860438,110.0,110.0,110.0,55.0,0.0
16,062b734d5741d8b15587cfbce57fde52,c823062978e462be6e863abf34571a15,192.168.3.131,56429,65.54.95.68,80,6,49,36207,40,1500,738.9183673469388,662.1167304672806,1295981710.331789,1295981723.314749,12.982959985733032,1.1920928955078123e-06,7.894313097000122,0.2649583670557762,1.212320835686145,21,6083,40,932,289.6666666666667,393.53045907810264,1295981710.331789,1295981723.298028,12.966238975524902,0.00023484230041503906,7.894313097000122,0.2701299786567688,1.8118037485247975,28.0,30124.0,40.0,1500.0,1075.857142857143,621.4094988863,1295981710.343827,1295981723.314749,12.970921993255615,1.1920928955078123e-06,7.9110660552978525,0.4632472140448434,1.5886607263383787
17,063fc5b798fe8488ed59c4ee27453d53,dafff03314ebccf83498c928db50fbbc,172.16.255.1,50983,24.78.140.118,24884,17,4,299,46,122,74.75,28.525208149985513,1295981663.1004179,1295981670.821311,7.720892906188965,0.04934096336364746,7.619230031967162,1.9302232265472408,3.56777752031704,2,131,62,69,65.5,3.5,1295981663.1004179,1295981670.768989,7.66857099533081,7.66857099533081,7.66857099533081,2.556190331776937,0.0,2.0,168.0,46.0,122.0,84.0,38.0,1295981663.149759,1295981670.821311,7.671551942825317,7.671551942825317,7.671551942825317,3.8357759714126582,0.0
18,06909f83343359c2bce3111d0a53ae91,8299db4cd25a101438a3a231822d30b8,172.16.255.1,10674,212.8.163.80,43400,6,2,104,52,52,52.0,0.0,1295981665.679846,1295981668.684644,3.00479793548584,3.00479793548584,3.00479793548584,1.50239896774292,0.0,2,104,52,52,52.0,0.0,1295981665.679846,1295981668.684644,3.00479793548584,3.00479793548584,3.00479793548584,1.50239896774292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,06fde0796b90993945d79419b05a0954,bc0faf7ac4248b0104fde470035b6dce,10.0.2.15,59686,10.0.2.3,53,17,4,510,73,182,127.5,54.5,1295981685.227252,1295981795.536616,110.30936408042908,0.30936408042907715,109.69063591957092,27.57734102010727,51.56282603484423,2,146,73,73,73.0,0.0,1295981685.227252,1295981795.227252,110.0,110.0,110.0,36.66666666666666,0.0,2.0,364.0,182.0,182.0,182.0,0.0,1295981685.536616,1295981795.536616,110.0,110.0,110.0,55.0,0.0
20,070ac4789c4d5b621b22de676c2c2256,18398dad98adab4d075bca97ca8ce841,192.168.3.131,57186,208.50.77.134,5480,6,3,120,40,40,40.0,0.0,1295981779.8069868,1295981779.889303,0.08231592178344728,5.197525024414063e-05,0.08226394653320312,0.027438640594482425,0.041105985641479485,2,80,40,40,40.0,0.0,1295981779.8069868,1295981779.889303,0.08231592178344728,0.08231592178344728,0.08231592178344728,0.027438640594482425,0.0,1.0,40.0,40.0,40.0,40.0,0.0,1295981779.889251,1295981779.889251,0.0,0.0,0.0,0.0,0.0
21,0872a3d1e739133d4a9b78c0d17f4937,68b84d3d618b9ed330b3bcf9cdc0e489,172.16.255.1,50983,186.80.218.34,3290,17,4,292,47,136,73.0,36.708309685955314,1295981664.97929,1295981665.401826,0.4225358963012695,0.0640420913696289,0.18007493019104004,0.10563397407531737,0.05431227687989019,2,109,49,60,54.5,5.5,1295981664.97929,1295981665.221751,0.2424609661102295,0.2424609661102295,0.2424609661102295,0.08082032203674316,0.0,2.0,183.0,47.0,136.0,91.5,44.5,1295981665.157709,1295981665.401826,0.2441170215606689,0.2441170215606689,0.2441170215606689,0.12205851078033447,0.0
